EndYear,Age,Win,Minutes Played,Shots made,Shots attemped,Offensive rebounds,Defensive rebounds,Personal fouls
1993,29.81040383,1,35,10,22,2,9,2
1993,29.81587953,0,40,11,23,4,7,4
1993,29.81861739,1,41,13,26,0,6,2
1993,29.82683094,1,33,11,21,1,3,1
1993,29.83230664,1,40,12,29,1,6,3
1993,29.83778234,0,42,11,26,4,6,4
1993,29.84325804,1,43,6,19,3,5,2
1993,29.84873374,1,42,22,37,0,2,3
1993,29.85420945,1,41,15,34,0,8,2
1993,29.8569473,1,40,8,22,3,6,5
1993,29.86516085,1,42,9,25,4,8,1
1993,29.8678987,1,40,9,18,1,5,2
1993,29.87611225,1,40,14,27,3,5,3
1993,29.8843258,0,41,15,31,0,4,4
1993,29.88706366,0,34,10,22,2,6,1
1993,29.89253936,1,35,15,26,3,5,2
1993,29.89527721,0,44,13,36,2,9,5
1993,29.90349076,1,37,9,22,2,6,0
1993,29.91170431,1,38,10,19,2,10,1
1993,29.91444216,0,47,27,49,4,2,5
1993,29.91991786,1,30,10,22,4,4,1
1993,29.92813142,1,39,12,24,1,2,2
1993,29.93086927,0,43,10,26,2,4,4
1993,29.93634497,0,44,16,35,5,6,3
1993,29.94182067,1,27,7,15,2,8,3
1993,29.94729637,0,39,12,27,0,6,2
1993,29.95277207,0,41,14,31,3,4,2
1993,29.95824778,1,43,13,28,3,4,0
1993,29.96372348,1,39,14,26,0,3,5
1993,29.96646133,1,47,13,34,2,4,5
1993,29.97467488,1,43,13,28,3,8,1
1993,29.98288843,1,42,16,27,1,8,2
1993,29.99110198,0,43,12,22,1,5,2
1993,29.99657769,1,37,12,21,3,5,3
1993,30,1,34,10,25,4,4,2
1993,30.0164271,1,41,15,26,1,2,3
1993,30.02190281,1,41,13,29,0,4,3
1993,30.02737851,1,36,13,27,2,7,1
1993,30.03559206,1,40,8,17,3,6,4
1993,30.05475702,1,41,15,28,2,2,3
1993,30.06023272,0,38,11,25,0,5,5
1993,30.06297057,1,43,21,35,3,6,3
1993,30.06844627,0,43,11,25,0,5,1
1993,30.07118412,1,38,10,22,3,6,3
1993,30.08213552,1,39,9,27,1,2,4
1993,30.08487337,1,31,16,27,0,8,2
1993,30.09308693,1,42,12,21,1,4,1
1993,30.09582478,1,39,20,29,0,2,2
1993,30.10130048,1,33,5,14,0,7,1
1993,30.11225188,0,40,19,31,0,3,1
1993,30.12046543,1,38,16,24,1,6,3
1993,30.12594114,1,40,14,23,1,4,2
1993,30.13141684,0,44,13,30,1,4,4
1993,30.13963039,1,44,12,23,1,11,2
1993,30.14236824,1,42,11,25,2,4,3
1993,30.14784394,1,41,9,21,0,6,3
1993,30.15331964,1,31,12,19,1,3,3
1993,30.15879535,1,35,15,25,1,6,1
1993,30.16427105,0,45,13,26,1,0,3
1993,30.16974675,1,27,12,22,1,2,1
1993,30.17522245,1,46,15,27,1,6,4
1993,30.1779603,0,38,15,27,1,3,3
1993,30.183436,0,37,10,28,5,1,1
1995,32.08213552,0,43,7,28,2,4,3
1995,32.09034908,1,26,9,17,0,3,4
1995,32.09582478,0,44,7,23,0,4,2
1995,32.09856263,1,43,14,26,0,4,2
1995,32.10677618,1,39,21,37,0,4,3
1995,32.11225188,1,39,8,17,0,11,2
1995,32.11772758,1,35,5,19,1,4,2
1995,32.12867899,1,43,13,31,3,8,3
1995,32.13415469,1,42,9,27,0,8,5
1995,32.13963039,0,46,9,26,4,5,2
1995,32.14510609,1,42,8,27,2,9,4
1995,32.14784394,1,44,12,23,1,8,4
1995,32.15879535,1,37,8,19,4,2,2
1995,32.1615332,1,40,9,21,0,5,2
1995,32.16974675,1,27,8,18,4,4,2
1995,32.17522245,1,33,8,16,0,2,1
1995,32.1779603,0,45,11,29,4,7,4
1996,32.70910335,1,39,16,29,1,5,4
1996,32.7118412,1,21,5,12,0,0,4
1996,32.72005476,1,40,13,19,1,3,2
1996,32.72553046,1,37,12,24,0,5,3
1996,32.73100616,1,40,11,23,2,1,3
1996,32.73921971,0,40,8,20,2,5,4
1996,32.74195756,1,29,7,10,1,6,2
1996,32.74743326,1,35,7,16,1,2,3
1996,32.75838467,1,45,12,25,0,8,3
1996,32.76112252,1,43,15,27,2,7,5
1996,32.76659822,1,40,9,21,0,8,3
1996,32.77207392,0,40,6,19,2,3,1
1996,32.77481177,1,41,13,22,1,2,3
1996,32.78302533,1,39,14,26,1,2,1
1996,32.78850103,1,43,13,22,5,6,3
1996,32.79945243,1,45,8,27,0,3,3
1996,32.80492813,1,36,11,23,1,4,4
1996,32.80766598,1,42,16,28,3,2,3
1996,32.81861739,1,43,15,30,3,3,3
1996,32.82135524,1,31,8,16,1,2,3
1996,32.82683094,1,38,5,20,2,5,2
1996,32.83230664,1,40,16,27,0,6,2
1996,32.83504449,1,36,12,23,1,3,1
1996,32.84325804,1,40,9,19,3,7,1
1996,32.84599589,1,37,12,22,1,6,2
1996,32.85420945,0,43,11,28,2,8,3
1996,32.862423,1,36,8,20,3,4,4
1996,32.86516085,1,42,14,27,2,5,3
1996,32.87611225,1,40,17,29,3,5,3
1996,32.8788501,1,34,11,20,1,4,1
1996,32.8843258,1,37,10,20,1,1,2
1996,32.89527721,1,36,14,25,1,13,2
1996,32.90349076,1,34,18,28,3,7,1
1996,32.90896646,1,39,16,31,0,4,5
1996,32.91170431,1,32,13,22,3,4,1
1996,32.91718001,1,43,14,28,4,5,0
1996,32.92539357,1,43,12,23,3,5,1
1996,32.93086927,1,36,13,23,1,5,1
1996,32.93360712,1,26,4,10,1,2,4
1996,32.93908282,1,35,10,21,4,5,4
1996,32.94455852,1,42,13,25,3,3,5
1996,32.95003422,1,43,7,26,3,5,3
1996,32.95550992,1,38,7,16,0,2,4
1996,32.95824778,1,39,8,17,3,4,2
1996,32.96372348,0,42,13,29,0,3,1
1996,32.96919918,0,40,9,22,2,0,5
1996,32.97193703,1,46,15,31,6,5,3
1996,32.98836413,1,36,11,23,2,7,2
1996,32.99383984,1,49,10,30,2,6,2
1996,32.99657769,1,38,13,23,1,6,1
1996,33.00273785,1,42,16,29,4,1,2
1996,33.00821355,1,35,6,19,3,6,3
1996,33.01368925,1,43,15,26,1,2,0
1996,33.0164271,0,40,9,21,3,6,4
1996,33.02190281,1,40,8,19,2,3,2
1996,33.02737851,1,41,11,24,2,4,2
1996,33.03559206,1,35,7,17,0,3,1
1996,33.03832991,1,32,8,15,3,5,0
1996,33.04654346,1,32,12,20,4,4,0
1996,33.05201916,1,38,21,28,2,9,3
1996,33.06023272,0,43,12,26,1,7,3
1996,33.06844627,1,36,12,25,0,6,2
1996,33.07392197,1,36,14,22,0,6,2
1996,33.07665982,1,43,14,29,2,14,4
1996,33.08213552,1,47,15,32,2,9,5
1996,33.08487337,1,35,7,16,2,7,3
1996,33.09034908,1,37,14,24,0,11,3
1996,33.09856263,0,39,14,22,5,4,3
1996,33.10951403,1,30,5,12,0,5,3
1996,33.11498973,1,34,6,15,4,5,1
1996,33.12320329,1,37,11,23,1,7,4
1996,33.12867899,1,41,13,24,3,4,2
1996,33.13141684,1,28,10,16,0,5,0
1996,33.13689254,1,44,10,30,1,2,2
1996,33.13963039,0,42,13,27,4,7,2
1996,33.14784394,1,26,8,18,3,4,0
1996,33.15058179,1,29,10,16,2,1,2
1996,33.15605749,1,35,11,18,3,9,0
1996,33.1615332,1,42,9,27,1,8,1
1996,33.1670089,1,24,11,18,1,4,1
1996,33.1724846,0,31,9,23,0,2,4
1996,33.17522245,1,24,11,22,1,3,0
1997,33.7063655,1,43,10,22,1,3,2
1997,33.70910335,1,30,11,20,1,1,2
1997,33.71731691,1,31,9,18,2,5,2
1997,33.72005476,1,40,18,33,1,5,1
1997,33.72553046,1,36,6,14,1,3,3
1997,33.72826831,1,32,10,23,2,1,2
1997,33.73374401,1,35,12,21,1,1,1
1997,33.73921971,1,34,8,23,1,4,3
1997,33.74469541,1,29,15,25,0,1,2
1997,33.74743326,1,35,11,23,0,5,2
1997,33.75838467,1,35,16,29,1,3,3
1997,33.76112252,1,34,12,23,4,3,2
1997,33.76659822,0,39,17,32,1,5,3
1997,33.77207392,1,43,14,26,1,6,3
1997,33.78302533,1,40,13,23,0,7,1
1997,33.78576318,1,38,14,35,0,9,0
1997,33.79397673,1,41,13,27,2,4,1
1997,33.79945243,1,31,9,21,1,3,3
1997,33.80492813,0,42,16,30,1,8,1
1997,33.80766598,0,41,5,17,0,9,1
1997,33.81587953,1,36,10,16,0,7,0
1997,33.82135524,1,34,9,19,0,6,2
1997,33.82409309,1,41,10,26,2,7,0
1997,33.83230664,1,47,10,32,5,4,2
1997,33.83778234,1,36,13,27,5,3,0
1997,33.84325804,1,44,12,29,0,1,4
1997,33.84873374,1,33,10,18,2,1,1
1997,33.85420945,1,46,9,21,6,4,3
1997,33.8569473,0,40,10,25,0,3,2
1997,33.862423,1,42,13,25,2,5,4
1997,33.8678987,1,40,12,29,3,4,1
1997,33.8788501,1,35,10,18,1,3,2
1997,33.88706366,1,40,8,20,3,5,1
1997,33.89801506,1,38,11,23,1,4,2
1997,33.90075291,1,39,12,25,0,6,1
1997,33.90896646,1,40,14,27,0,2,3
1997,33.91170431,1,35,12,22,1,2,2
1997,33.91718001,1,36,10,15,1,6,2
1997,33.92265572,0,43,8,25,3,11,0
1997,33.92813142,1,43,18,30,1,3,1
1997,33.93360712,1,39,10,24,1,8,2
1997,33.93908282,1,31,10,16,1,2,1
1997,33.94729637,1,32,12,19,1,3,1
1997,33.95277207,1,40,11,19,0,6,3
1997,33.95550992,1,32,8,17,0,4,2
1997,33.96098563,1,45,19,28,3,4,2
1997,33.96646133,1,41,15,30,1,4,3
1997,33.96919918,0,40,10,24,1,3,1
1997,33.98562628,1,42,16,24,0,5,2
1997,33.99383984,1,45,13,28,3,5,0
1997,33.99931554,1,38,8,20,1,7,3
1997,34.00273785,1,32,10,18,2,3,3
1997,34.0109514,1,45,13,28,1,3,2
1997,34.01368925,1,31,13,19,1,4,1
1997,34.01916496,1,30,13,27,1,3,1
1997,34.02737851,0,43,7,25,1,7,2
1997,34.03011636,1,35,13,20,1,8,2
1997,34.03832991,1,36,11,19,0,3,2
1997,34.04380561,1,23,7,17,1,1,1
1997,34.04928131,1,44,11,21,1,3,3
1997,34.05475702,0,46,14,31,2,4,2
1997,34.06023272,1,43,13,23,0,4,2
1997,34.06297057,1,37,9,24,0,5,2
1997,34.06844627,0,39,16,34,2,6,1
1997,34.07118412,1,29,5,11,1,3,1
1997,34.07939767,1,50,10,28,8,10,3
1997,34.08761123,1,40,11,25,4,2,0
1997,34.09034908,1,35,8,20,2,3,3
1997,34.09856263,1,36,9,20,0,1,3
1997,34.10403833,1,41,5,17,3,7,2
1997,34.10951403,1,39,9,21,2,4,3
1997,34.11772758,1,27,8,11,0,8,1
1997,34.12320329,0,39,14,30,0,1,2
1997,34.12594114,1,38,9,16,1,4,2
1997,34.13141684,1,40,13,22,2,6,3
1997,34.13415469,1,30,13,25,3,5,1
1997,34.13963039,1,41,8,19,0,3,2
1997,34.14236824,1,44,12,26,1,7,3
1997,34.15058179,0,38,7,16,1,8,1
1997,34.15331964,1,35,12,24,2,9,2
1997,34.15879535,0,39,11,27,1,7,5
1997,34.1670089,0,39,14,22,0,3,4
1998,34.7008898,0,42,7,23,1,5,2
1998,34.70362765,1,24,7,14,1,6,3
1998,34.70910335,1,48,12,39,4,9,0
1998,34.71457906,1,41,11,25,4,13,2
1998,34.72005476,0,40,11,25,1,8,1
1998,34.72279261,1,33,5,13,1,4,3
1998,34.73100616,0,34,7,17,2,4,1
1998,34.73374401,0,40,10,28,2,5,1
1998,34.73921971,1,38,12,24,1,3,0
1998,34.74195756,1,39,11,26,0,2,2
1998,34.75564682,0,41,13,27,1,5,0
1998,34.75838467,1,52,18,38,2,3,3
1998,34.76386037,1,41,11,19,1,2,1
1998,34.76933607,0,38,11,25,2,4,1
1998,34.77754962,0,42,11,26,1,6,3
1998,34.78028747,1,37,10,21,0,4,3
1998,34.79123888,1,40,11,21,4,5,2
1998,34.79671458,1,35,4,16,3,6,3
1998,34.80766598,1,37,10,23,1,3,4
1998,34.81040383,0,37,6,17,1,1,3
1998,34.81587953,0,41,12,24,3,6,2
1998,34.81861739,1,27,4,16,3,3,0
1998,34.82409309,1,36,10,23,3,6,2
1998,34.82956879,1,35,12,22,2,3,4
1998,34.83778234,1,42,10,23,3,2,2
1998,34.84599589,1,40,9,24,7,5,0
1998,34.85147159,1,38,8,20,4,7,0
1998,34.8569473,1,36,18,26,2,2,2
1998,34.862423,1,41,16,29,1,6,1
1998,34.86516085,0,39,11,28,0,4,1
1998,34.8733744,1,43,15,22,1,4,1
1998,34.87611225,1,47,12,25,0,9,2
1998,34.8843258,1,41,5,13,1,2,0
1998,34.88706366,0,37,12,27,2,2,0
1998,34.89253936,1,41,17,33,1,3,3
1998,34.89527721,1,38,13,31,4,2,0
1998,34.90349076,1,38,12,27,1,0,5
1998,34.90896646,0,38,9,23,2,7,1
1998,34.91170431,1,40,10,20,0,8,3
1998,34.91718001,1,41,16,29,0,3,2
1998,34.92539357,1,31,14,23,1,4,2
1998,34.93086927,1,44,10,23,0,5,2
1998,34.93634497,0,44,13,26,3,2,4
1998,34.94182067,1,32,7,15,0,0,0
1998,34.94729637,1,39,11,24,1,4,1
1998,34.95003422,1,41,2,17,3,5,0
1998,34.95550992,0,37,11,26,0,5,0
1998,34.95824778,1,33,6,12,1,5,1
1998,34.96372348,0,43,17,37,2,5,2
1998,34.98015058,1,34,8,21,2,3,1
1998,34.98288843,1,41,11,22,1,3,2
1998,34.98836413,1,36,14,22,3,4,0
1998,34.99383984,1,41,7,17,1,11,3
1998,35,1,39,13,23,2,2,4
1998,35.0054757,1,28,5,9,0,4,2
1998,35.0109514,1,42,8,23,3,5,3
1998,35.0164271,1,29,7,14,2,5,3
1998,35.02190281,0,42,9,26,1,3,2
1998,35.03011636,1,39,10,17,1,1,1
1998,35.03832991,1,40,12,19,0,7,1
1998,35.05201916,1,43,17,33,3,5,1
1998,35.05749487,1,39,17,30,0,4,2
1998,35.06297057,0,47,10,24,4,3,4
1998,35.06844627,1,42,12,22,2,3,2
1998,35.07392197,1,33,6,15,2,5,1
1998,35.07665982,1,42,14,28,1,3,1
1998,35.08487337,1,39,8,13,0,4,1
1998,35.09034908,1,41,13,28,0,4,3
1998,35.09308693,1,36,11,22,1,6,1
1998,35.09856263,1,38,8,21,2,5,2
1998,35.10403833,1,43,13,26,1,4,3
1998,35.10951403,1,35,13,24,1,1,3
1998,35.11498973,1,47,11,26,1,2,5
1998,35.12320329,1,38,16,25,3,3,1
1998,35.12867899,1,37,18,31,2,2,3
1998,35.13415469,1,33,11,21,1,3,0
1998,35.13963039,0,37,10,24,0,6,3
1998,35.14510609,1,35,15,25,1,3,2
1998,35.15058179,0,41,7,19,0,4,0
1998,35.15605749,0,43,7,25,4,2,4
1998,35.1615332,1,39,9,19,1,5,5
1998,35.16427105,1,40,11,24,0,3,1
2002,38.69815195,0,37,7,21,3,2,3
2002,38.70362765,1,40,13,30,0,6,2
2002,38.70910335,1,38,7,21,2,4,1
2002,38.7118412,0,22,8,18,0,8,1
2002,38.72005476,0,41,12,26,2,6,2
2002,38.72553046,0,38,13,30,0,3,3
2002,38.73100616,0,39,5,26,3,9,4
2002,38.73921971,0,41,12,24,1,3,3
2002,38.74469541,0,41,17,33,3,4,0
2002,38.75564682,0,41,13,23,0,4,4
2002,38.76112252,0,40,8,26,0,5,1
2002,38.76659822,1,45,7,24,1,10,3
2002,38.77481177,0,31,9,24,1,3,2
2002,38.77754962,1,38,11,27,0,6,2
2002,38.78302533,1,38,10,20,1,6,2
2002,38.78576318,0,33,6,19,0,7,4
2002,38.79945243,1,33,9,23,0,6,2
2002,38.80492813,1,35,7,21,2,10,3
2002,38.81314168,1,31,8,19,0,6,2
2002,38.81587953,1,34,9,23,0,6,0
2002,38.82135524,1,34,8,19,0,6,4
2002,38.82683094,1,36,8,21,2,2,3
2002,38.83504449,1,27,11,19,1,3,2
2002,38.84052019,1,34,3,16,3,3,1
2002,38.84325804,1,36,11,22,0,1,2
2002,38.85420945,0,35,11,28,1,3,4
2002,38.8569473,0,25,2,10,2,2,1
2002,38.862423,1,38,21,38,2,5,3
2002,38.8678987,1,39,16,32,0,10,2
2002,38.8788501,1,38,9,24,0,7,4
2002,38.88980151,1,42,9,24,2,8,1
2002,38.89801506,0,33,10,24,0,3,2
2002,38.90075291,0,40,14,30,0,6,2
2002,38.90896646,0,40,5,21,0,1,0
2002,38.91170431,0,18,4,14,0,2,1
2002,38.91991786,1,41,7,21,0,12,4
2002,38.92539357,0,39,12,34,4,10,1
2002,38.92813142,0,42,14,27,2,6,4
2002,38.93360712,1,40,18,29,1,7,2
2002,38.93908282,1,40,17,30,2,2,2
2002,38.94729637,0,42,13,30,0,5,0
2002,38.95277207,1,40,11,27,1,4,0
2002,38.95550992,1,38,10,24,0,4,2
2002,38.96098563,1,41,11,19,1,4,2
2002,38.96646133,1,40,10,21,1,6,3
2002,38.97193703,1,41,12,30,2,4,2
2002,38.98562628,0,41,8,20,0,5,1
2002,38.99110198,0,33,6,18,0,1,0
2002,38.99383984,1,37,7,19,0,6,2
2002,39.00273785,0,36,5,12,1,5,2
2002,39.0109514,0,37,7,17,0,5,2
2002,39.0164271,0,37,13,25,1,4,3
2002,39.01916496,0,30,4,13,0,5,2
2002,39.08487337,1,16,2,9,0,1,0
2002,39.08761123,0,22,4,12,0,4,0
2002,39.09582478,0,22,6,17,0,3,4
2002,39.10130048,1,20,4,9,1,2,2
2002,39.10951403,1,26,12,22,0,3,1
2002,39.11498973,0,28,4,14,1,2,1
2002,39.12046543,0,12,1,5,0,3,1
2003,39.69815195,0,25,4,14,0,3,3
2003,39.7008898,1,21,8,15,0,4,1
2003,39.7063655,0,27,7,16,0,2,2
2003,39.71457906,0,29,5,14,0,2,2
2003,39.71731691,1,24,2,6,1,2,3
2003,39.72279261,1,30,9,14,0,3,4
2003,39.72553046,1,31,5,11,2,6,3
2003,39.73374401,0,31,13,22,1,5,1
2003,39.73921971,1,34,7,17,0,6,4
2003,39.74469541,1,19,4,5,0,5,3
2003,39.74743326,0,28,9,16,0,2,1
2003,39.76112252,0,30,4,15,0,2,2
2003,39.76386037,0,32,9,18,2,4,1
2003,39.77207392,0,34,10,21,0,1,2
2003,39.78028747,0,30,6,15,0,4,2
2003,39.78302533,0,37,8,20,1,3,3
2003,39.79123888,1,30,9,20,0,7,1
2003,39.79397673,1,39,5,14,2,7,2
2003,39.79945243,0,39,7,21,1,5,3
2003,39.80219028,1,37,9,18,0,9,3
2003,39.81040383,0,29,6,10,2,3,0
2003,39.81861739,0,40,5,20,0,5,2
2003,39.82409309,1,40,1,9,2,6,2
2003,39.82956879,1,38,12,18,0,3,3
2003,39.83230664,1,35,14,23,0,5,0
2003,39.84052019,0,41,8,20,0,5,1
2003,39.84599589,0,36,5,15,0,7,3
2003,39.85420945,0,41,7,17,1,3,4
2003,39.85968515,1,35,4,10,1,3,2
2003,39.86516085,0,39,8,17,0,8,4
2003,39.8678987,1,35,7,15,1,6,1
2003,39.8733744,1,30,4,11,1,4,1
2003,39.8788501,1,53,14,26,3,9,2
2003,39.8843258,1,40,7,18,0,11,2
2003,39.88980151,1,33,5,13,0,10,4
2003,39.89527721,0,41,7,17,0,2,1
2003,39.89801506,1,41,8,25,5,5,2
2003,39.90622861,0,41,8,23,2,3,1
2003,39.91170431,1,39,12,25,1,5,3
2003,39.91718001,0,42,10,25,2,6,4
2003,39.92265572,1,42,11,22,1,4,3
2003,39.92813142,0,38,9,21,0,4,1
2003,39.93360712,0,39,4,14,2,3,2
2003,39.93634497,0,41,8,18,0,8,0
2003,39.94182067,1,38,9,14,0,7,1
2003,39.94729637,0,37,4,16,0,5,2
2003,39.95003422,0,39,11,24,2,2,1
2003,39.95550992,1,44,18,33,1,2,5
2003,39.96372348,1,43,13,26,0,4,3
2003,39.98288843,0,31,5,19,2,5,0
2003,39.98562628,1,39,8,24,2,4,6
2003,39.99110198,0,29,3,12,1,1,0
2003,40.0054757,0,39,8,23,3,3,0
2003,40.0109514,1,43,18,30,0,10,2
2003,40.0164271,0,52,14,26,2,7,3
2003,40.02190281,1,41,11,25,0,6,2
2003,40.02737851,1,50,15,26,0,11,3
2003,40.03285421,1,43,7,18,0,8,2
2003,40.03559206,0,39,9,27,1,7,2
2003,40.04106776,0,15,2,5,1,2,1
2003,40.04380561,1,24,4,14,3,6,2
2003,40.04928131,0,43,11,24,0,9,2
2003,40.05475702,0,43,13,22,1,7,3
2003,40.06023272,1,40,10,18,0,4,4
2003,40.06844627,0,40,6,18,1,4,2
2003,40.07118412,1,39,9,18,2,6,3
2003,40.07939767,0,50,10,25,1,10,2
2003,40.08761123,0,36,4,12,2,3,0
2003,40.09308693,0,42,11,23,0,5,2
2003,40.09856263,1,41,11,19,0,5,4
2003,40.10130048,1,44,12,22,1,9,3
2003,40.10677618,0,41,10,20,0,0,1
2003,40.11225188,0,37,9,23,1,4,1
2003,40.12046543,0,42,8,17,0,1,2
2003,40.12320329,0,43,10,23,1,13,2
2003,40.13141684,1,47,10,22,2,11,3
2003,40.13689254,1,46,10,19,3,7,0
2003,40.13963039,0,43,8,17,0,10,2
2003,40.14510609,1,40,11,26,1,1,2
2003,40.14784394,0,30,8,16,2,6,3
2003,40.15331964,0,37,9,22,1,7,1
2003,40.15879535,0,28,6,15,0,4,0
